*natural development	

-45th	2	4321
-4th	4	6619
-53rd	1	4125
-580xiii	1	10532
-5th	3	8213
-5thcentury	1	9875
-60gun	1	10506
-636type	1	7348
-6th	2	186
-70th	1	4186
-74gun	1	10508
-74th	1	3697
-76th	1	4190
-78th	1	4202
-7th	2	9944
-80th	1	4208
-81st	1	4027
-85th	1	12695
-88th	1	4166
-89th	1	3648
-8th	2	4307
-90th	1	3979
-9th	2	6549
-9°w	1	7167
-a1	1	4631
-a3	1	4640
-a319	1	9062
-a320	1	9058
-a321	1	9063
-a4	1	12622
-aa	1	9377
-aanother	1	8186
-aarayech	1	7788
-aarc	1	7693
-aardvark	1	8253
-aaron	2	8252
-aba	2	3286
-abandoned	5	3757
-abandoning	2	1593
-abandonment	1	985
-abassa	1	7533
-abate	1	10823
-abbasids	1	6527
-abbreviated	1	2409
-abbreviation	1	8335
-abc	2	3657
-abd	1	6686
-abdalwadid	1	6671
-abdelaziz	1	6517
-abdelhamid	1	7540
-abdelkader	1	6970
-abdelkhader	1	7586
-abdelrahim	1	1887
-abe	1	10885
-aberrant	1	2922
-abhe	1	9313
-abiding	1	5347
-ability	8	1808
-abjad	1	8176
-ablackletter	1	8184
-able	8	611
-abnormal	1	2633
-abnormality	1	2661
-aboard	1	11361
-abolish	1	10839
-abolishing	1	11077
-abolition	2	1798
-abolitionism	1	10819
-abolitionist	1	10836
-abortion	1	5826
-abou	1	7842
-abound	1	11618
-abounds	1	7271
-abovementioned	1	5252
-abraham	2	5369
-abrams	1	4514
-abramson	1	13251
-abroad	2	6455
-absence	3	4739
-absent	1	10778
-absentminded	1	13060
-absolute	4	3222
-absorb	1	7879
-absorbed	2	8019
-absorbs	2	7859
-absorption	1	8058
-abstention	1	1227
-abstentionism	1	558
-abstract	1	11893
-abstraction	1	12009
-absurd	1	12182
-absurdum	1	11864
-abu	1	6682
-abundance	3	7753
-abuse	2	262
-abuta	1	7312
-abydus	1	11820
-abyss	1	13360
-acacia	1	7266
-academia	3	5516
-academic	5	4291
-academy	6	3611
-accelerated	3	4111
-accelerating	1	5254
-accent	1	10917
-accept	5	1577
-acceptance	4	2101
-accepted	5	2426
-accepting	3	1574
-accepts	1	5266
-access	3	6768
-accessed	2	6498
-accidental	1	11986
-accidentally	1	9761
-acclaimed	2	4288
-accommodate	1	7839
-accompanied	1	11797
-accompany	1	4533
-accomplished	2	12206
-accomplishment	1	6219
-accord	2	333
-accordance	2	369
-according	13	300
-accordingly	1	1118
-account	7	1067
-accounted	5	3040
-accounting	2	7429
-accreditation	1	9310
-accredited	1	12417
-accrediting	1	9315
-accumulation	1	2288
-accuracy	1	11908
-accurate	2	3248
-accurately	1	5931
-accursed	1	9847
-accusation	2	395
-accuse	1	11451
-accused	3	5987
-accusing	1	6404
-ace	1	8244
-achaean	1	9738
-achaeorum	1	10096
-acheans	1	10572
-achelous	1	9649
-acheron	1	9648
-achieve	4	1556
-achieved	3	1182
-achievement	5	3623
-achieves	1	12238
-achieving	1	838
-achileii	1	10209
-achille	1	10367
-achillea	1	10125
-achilleid	1	9688
-achilleion	1	9887
-achilleis	1	10221
-achilleos	1	10109
-achilles	1	9513
-achilleus	1	9550
-achilleía	1	9555
-achilleús	1	9637
-achillia	1	9560
-achillis	1	10098
-achills	1	10056
-achilléōs	1	9834
-achæi	1	10094
-achílleion	1	10193
-achílleios	1	10200
-acics	1	9316
-aciēs	1	9616
-acklandsnow	1	13326
-acknowledged	2	5932
-acknowledgement	1	5936
-acknowledges	1	5129
-ackrill	1	12438
-acquire	2	3277
-acquired	5	945
-acquiring	2	3426
-acquisition	1	10487
-acquitted	1	10896
-acquitting	1	10902
-acre	1	10687
-acrimonious	1	10910
-acroamatic	1	12336
-acropolis	1	10034
-across	7	727
-act	8	909
-acted	3	1262
-acting	6	387
-action	7	913
-activated	1	5018
-activation	1	2861
-active	7	445
-actively	1	657
-activism	2	1183
-activist	3	1083
-activity	9	2242
-activitydependent	1	2755
-actor	6	3677
-actress	3	3700
-actrius	1	4421
-actual	5	2439
-actuality	1	11961
-actually	7	3965
-acumen	1	11466
-acupedius	1	9614
-acus	1	9618
-acute	1	9627
-acuō	1	9622
-ad	7	1507
-adam	3	4376
-adams–onís	1	8479
-adapt	1	7594
-adaptation	3	4484
-adaption	1	4939
-adaptive	1	4823
-addams	1	13402
-added	5	411
-adding	3	7825
-addio	1	5657
-addison	1	13050
-addition	7	1617
-additional	4	4507
-additionally	4	5116
-address	6	1932
-addressed	2	11109
-addressing	1	11217
-adelaide	1	12506
-adept	1	10744
-adequate	2	3104
-aderholt	1	9267
-adhd	1	3483
-adhere	2	4042
-adhered	1	11146
-adherent	2	7536
-adhesion	2	2751
-adin	1	10678
-adir	1	3048
-adjacent	2	4341
-adjective	1	1159
-adjusted	3	4399
-adjustment	3	3118
-administered	2	6633
-administration	4	6127
-administration—featuring	1	11179
-administrative	1	7362
-admiral	1	11358
-admiration	2	2696
-admire	1	12275
-admired	2	5955
-admirer	1	5747
-admiring	1	11707
-admission	3	7701
-admitted	2	8483
-ado	1	3053
-adolescence	1	3013
-adolescent	1	3339
-adolf	2	1758
-adolph	1	10397
-adopted	6	376
-adopting	2	648
-adoption	1	6717
-adoptive	1	11805
-adroitly	1	11061
-adtran	1	9096
-adult	6	2096
-adulterous	1	4888
-adulthood	3	2424
-advaita	1	5434
-advance	3	7447
-advanced	4	2170
-advantage	6	488
-advent	4	4229
-adventure	4	6044
-adversary	1	10810
-adverse	1	12743
-advertise	1	4091
-advertiser	1	9321
-advertising	1	4087
-advice	2	11253
-advises	1	4016
-advising	1	3942
-advocacy	2	918
-advocate	3	3
-advocated	3	338
-advocating	3	557
-advocation	1	10824
-ae	1	8272
-aeneas	1	9785
-aerial	1	9410
-aeroplex	1	9027
-aerosol	1	8114
-aerospace	1	8383
-aes	1	8152
-aeschylean	1	10224
-aeschylus	1	10220
-aesop	2	10730
-aesthetic	2	5891
-aether	1	11950
-aethiopian	1	10172
-aethiopis	1	9943
-afb	1	1372
-affair	6	724
-affect	5	1856
-affected	3	2427
-affection	1	5388
-affectionate	1	10777
-affectionately	1	3834
-affective	1	5111
-affiliated	1	859
-affiliation	2	6934
-affinity	1	1516
-affirm	1	1960
-afforestation	1	8060
-aforementioned	1	7302
-afraid	2	9612
-africa	3	6500
-african	3	6542
-africanamerican	1	8536
-africanamericans	2	8575
-afroasiatic	1	6678
-afterlife	1	10582
-aftermath	2	7058
-afternoon	2	8094
-afterparty	1	4340
-afterward	1	5505
-afterwards	4	668
-agamemnon	1	9757
-agave	1	7261
-age	11	2373
-aged	3	2434
-agency	4	7692
-agent	4	1853
-aggregate	2	4971
-aggression	1	2543
-aggressive	1	11231
-aggrieved	1	11063
-agha	1	6843
-aghlabid	1	6529
-aghlabids	1	6670
-agitating	1	1064
-agitation	1	11662
-agnostic	1	8896
-ago	2	6808
-agony	2	9925
-agoraeus	1	10092
-agoulmime	1	7182
-agrarian	3	1295
-agree	4	3867
-agreed	4	3682
-agreeing	1	11477
-agreement	4	3871
-agrees	2	5319
-agricultural	4	1884
-agriculture	3	6586
-ahaggar	1	7162
-ahead	2	3844
-ahimsa	1	5208
-ahlam	1	7554
-ahmad	1	7604
-ahmed	1	7029
-ahras	1	7569
-ai	2	7085
-aid	8	1254
-aided	1	11768
-aiding	1	11191
-aiguadesjpgmaritime	1	7141
-ailing	1	10928
-aim	4	458
-aimed	4	2106
-aino	1	5597
-air	7	2761
-airbus	1	9025
-aircraft	1	9059
-airdefence	1	7414
-aired	1	4051
-airless	1	7965
-airliner	1	8109
-airman	1	8696
-airport	2	9407
-aisle	1	11184
-aithiopis	1	9708
-aitia	1	11968
-ajax	1	9872
-ak	1	2320
-akhiddeús	1	9591
-akhilles	1	10305
-akhílāu̯os	1	9570
-akireu	1	9551
-akirewe	1	9552
-akmḗ	1	9602
-akoúo̱	1	10466
-akunin	1	10316
-akḗ	1	9598
-al	4	6687
-alabama	2	8351
-alabamabased	1	9065
-alabamagov	1	9508
-alabamamississippi	1	9370
-alabamarelated	1	9487
-alabamian	1	8911
-alabamo	1	8418
-alabamu	1	8423
-aladawiyya	1	5355
-alain	2	6243
-alan	3	5750
-alarm	1	9748
-alarmed	1	10911
-alasdair	1	12418
-alaska	2	4052
-alba	1	8426
-albaama	1	8397
-albaamaha	1	8399
-albaamo	1	8395
-albama	1	8419
-albany	1	12448
-albedo	1	7851
-albedorelated	1	8124
-albedo–temperature	1	7977
-albeit	1	12168
-albert	4	1384
-alberto	1	12464
-albertville	1	9206
-albin	1	10571
-album	2	10476
-albuni	1	7605
-albàamo	1	8398
-alcaeus	1	10170
-alcimedon	1	9756
-alcmaeon	1	12101
-alcohol	3	2381
-alcoholic	1	9196
-aldrich	1	10938
-alebamon	1	8420
-aleph	1	8166
-aleppo	1	7255
-alert	1	12538
-alessandro	1	10373
-alex	1	1414
-alexander	7	1015
-alexandra	1	13191
-alexandria	1	12112
-alfred	1	12783
-algebra	2	6254
-algeria	1	6499
-algerian	1	6754
-algerianborn	1	7609
-algerianfrench	1	7698
-algeriarelated	1	7847
-algerine	1	6959
-algiers	2	6503
-algériejpgouarsenis	1	7137
-alhilalī	1	6714
-alias	1	9733
-alibama	1	8421
-alibamo	1	8408
-alibamon	1	8415
-alibamons	1	8417
-alibamou	1	8422
-alibamu	1	8412
-alibi	1	12708
-alice	1	13567
-alidrisi	1	6563
-alien	1	13261
-alienate	1	11437
-alienated	1	11183
-alienation	1	7101
-alighieri	1	10536
-aline	1	13475
-alisa	1	5489
-alist	1	8268
-alistair	1	7015
-alive	4	2292
-alkhalifa	1	7622
-alkindus	1	12356
-allah	1	5344
-allan	4	6170
-allegation	3	4290
-alleged	2	6145
-allegiance	2	6876
-alleging	1	10965
-allegretto	1	12579
-allegro	1	12595
-allen	3	1392
-alleway	1	13547
-alley	2	6390
-alliance	4	1226
-allibamou	1	8424
-allied	1	464
-alligator	1	4503
-allison	1	6074
-alliterative	1	4500
-allmale	1	6351
-allocated	1	7684
-allotted	1	9904
-allow	5	1849
-allowance	2	3120
-allowed	5	4017
-allowing	5	3299
-allows	6	3088
-alloy	1	3761
-allpowerful	1	11608
-alludes	2	9681
-alluding	1	9548
-allwhite	1	4294
-ally	5	2197
-almanac	1	10893
-almohad	1	6746
-almohads	1	6535
-almoravid	1	6534
-almost	12	164
-alms	1	4714
-aln	1	7338
-alone	5	1606
-aloneness	1	3556
-along	9	2947
-alongside	3	1039
-aloysius	1	6303
-alpha	2	8155
-alphabet	3	3573
-alpharabius	1	12354
-already	9	524
-also	18	214
-alta	1	10706
-altamura	1	13329
-altaromphalos	1	9817
-alter	1	10481
-alteration	3	2821
-altered	1	12172
-alteri	1	4728
-altering	2	2390
-alternated	1	4216
-alternative	5	1153
-alternatively	1	9773
-altes	1	10010
-although	13	12
-altitude	1	4657
-altman	1	13480
-alto	1	12618
-alton	1	10879
-altri	1	12397
-altrui	1	4727
-altruism	2	4716
-altruisme	1	4725
-altruist	1	4820
-altruistic	1	4715
-altruistically	1	4872
-altāghrībāt	1	6706
-alves	1	13249
-always	9	833
-alzānatī	1	6708
-amadeus	1	13314
-amalgam	1	6592
-amazigh	1	6662
-amazighs	1	6729
-amazon	1	9564
-ambassador	2	4218
-ambersons	1	12833
-ambiguous	1	10003
-ambitious	1	7685
-ambrose	1	11275
-ambrosia	1	9692
-ambrosian	1	9874
-ambrotype	1	11018
-ambushed	1	9812
-amcs	1	4269
-amend	1	11108
-amended	3	7104
-amendment	3	7288
-america	9	862
-american	14	562
-americanization	1	13103
-ames	1	12936
-amid	1	12401
-amisus	1	12290
-ammianus	1	10189
-ammon	1	1418
-ammonius	1	12269
-amnesty	2	7084
-amo	1	8428
-amodern	1	8187
-amoeba	1	4969
-among	13	188
-amongst	2	7385
-amorphous	1	8042
-amount	4	1070
-amounted	1	10725
-amoureuse	1	2092
-amoureux	1	2143
-amparo	1	2113
-ampas	2	3620
-amphetamine	1	5701
-amphibian	1	8776
-amphora	1	9942
-amsouth	1	9085
-amsterdam	2	790
-amtrak	1	9419
-amygdala	1	2810
-amyntas	1	11790
-amélie	1	13474
-analogous	1	11998
-analogy	1	12108
-analysis	7	3285
-analytics	1	11856
-analytic–synthetic	1	5908
-analyze	1	12040
-analyzed	1	9565
-analyzes	1	8051
-anarchafeminism	1	1474
-anarchafeminist	1	2083
-anarchafeminists	1	1909
-anarchic	1	228
-anarchica	1	1345
-anarchism	2	0
-anarchismblackwell	1	1644
-anarchist	2	44
-anarchistcommunists	1	956
-anarchiste	1	1338
-anarchistinspired	1	1239
-anarchocapitalism	1	1970
-anarchocommunism	1	1784
-anarchocommunist	1	423
-anarchocommunists	1	1812
-anarchofeminism	1	1902
-anarchohedonist	1	2139
-anarchonaturism	1	1739
-anarchopacifism	1	1406
-anarchopacifist	1	2132
-anarchopacifists	1	1417
-anarchoprimitivism	1	1864
-anarchos	1	99
-anarchosyndicalism	1	1832
-anarchosyndicalist	1	840
-anarchosyndicalists	1	701
-anarchy	2	92
-anastasia	1	13560
-anatomy	1	11824
-ancestor	4	6794
-ancestral	1	4955
-ancestry	2	8788
-anchor	1	11493
-anchorage	1	6609
-ancient	5	4776
-andalusia	1	1283
-andalusian	1	7507
-andante	1	12592
-andersen	1	12955
-anderson	3	2062
-andiron	1	8880
-andor	1	3601
-andother	1	8800
-andre	1	6283
-andrej	1	1481
-andrew	2	1709
-andromeda	1	13192
-andronicus	1	12291
-andré	1	1401
-andy	2	11447
-anecdotal	1	2542
-angel	3	6465
-angela	1	2040
-angeles	5	3653
-angelo	1	13229
-anger	3	5224
-angered	1	9870
-angle	3	7869
-anglerfish	1	12058
-angloamericans	1	8796
-anglodutch	1	6922
-angloirish	1	8217
-anglosaxon	1	8218
-angrily	2	5810
-angry	2	9861
-anguish	2	10029
-angular	1	7863
-anima	1	11822
-animal	8	1892
-animalia	1	4491
-animated	2	3698
-aniyunwiya	1	8821
-anka	1	7647
-ann	3	10576
-anna	4	4448
-annaba	1	6606
-anne	1	13029
-annexed	1	6647
-annie	2	6461
-annihilation	1	931
-anniston	1	8983
-anniston–oxford–jacksonville	1	8845
-anniversary	2	4495
-announce	2	4847
-announced	6	3672
-announcement	1	3985
-annoyed	1	5418
-annual	8	602
-annually	3	3618
-annul	1	3520
-anointed	1	9691
-anolis	1	10522
-anomaly	1	2822
-anonymous	1	1510
-another	13	2232
-anothers	1	5072
-anp	1	7335
-anselme	1	447
-ansuz	1	8348
-answer	4	394
-antagonism	1	4947
-antarctic	1	7985
-antarctica	2	8012
-anterior	1	5033
-anthem	1	5663
-anthology	1	2345
-anthony	2	10342
-anthropologist	2	1478
-anthropology	2	2269
-anti	1	1408
-antiauthoritarian	1	48
-antibirth	1	2032
-anticapitalism	1	1967
-anticapitalist	1	1497
-antichristian	1	2183
-anticipated	1	11430
-anticipating	1	10650
-anticlerical	1	1741
-anticommunist	1	5722
-anticonvulsant	1	3326
-anticorporatist	1	1964
-antidepressant	1	3327
-antielitist	1	12420
-antietam	1	11250
-antifascist	1	1177
-antiglobalisation	1	1498
-antihierarchical	1	1965
-antiimperialism	1	1968
-antiindustrial	1	6238
-antikensammlungen	1	9869
-antilincoln	1	11090
-antilochus	1	9893
-antimacedonian	1	11795
-antimilitarism	1	811
-antinuclear	1	1407
-antiorganisationalist	1	1817
-antipater	1	11844
-antipsychotic	1	3329
-antiquated	1	12321
-antiquity	3	7704
-antislavery	1	10926
-antistate	1	1972
-antistatism	1	25
-antisyndicalist	1	955
-antiwar	2	1496
-antiworker	1	824
-antoinette	1	12777
-anton	1	12721
-antonio	2	10389
-antonym	1	4726
-anuvrata	1	5251
-anxiety	4	2609
-anybody	1	3894
-anymore	1	7835
-anyone	4	4890
-anything	5	77
-anywhere	1	3470
-aortic	1	11634
-aparigraha	1	5249
-apart	4	4567
-apartment	2	5761
-apellicon	1	12283
-apellicons	1	12300
-aperture	1	11996
-aphthiton	1	10561
-apocalypse	1	13262
-apollo	2	9791
-apollodorus	1	10528
-apollon	1	10541
-apollonius	1	10007
-apologized	1	5861
-apostle	1	224
-appalachian	1	8685
-apparatus	1	11994
-apparel	1	9008
-apparent	2	1705
-apparently	2	4797
-appbooks	1	4535
-appeal	3	1351
-appealing	1	10620
-appear	4	2465
-appearance	2	11630
-appearance—many	1	11007
-appeared	4	2195
-appearing	1	11620
-appears	7	2445
-appease	1	9871
-appellate	1	9150
-applause	2	4141
-apple	1	12039
-applicant	1	8616
-application	3	4536
-applied	7	3284
-applies	3	4990
-apply	3	9176
-applying	3	8031
-appoint	1	11257
-appointed	4	7298
-appointment	1	11185
-appoints	1	7293
-appomattox	1	11407
-apportioned	1	9130
-appraisal	1	5121
-appraised	1	10700
-appreciable	1	8097
-appreciate	2	5117
-appreciated	1	5967
-approach	4	1874
-approached	1	10941
-approaching	4	7150
-appropriate	1	5181
-appropriated	1	9278
-appropriateness	1	3318
-appropriation	1	11173
-approval	1	11508
-approve	1	8659
-approved	4	5660
-approving	1	11514
-approximate	1	4693
-approximated	2	4692
-approximately	6	2116
-april	9	2280
-apuleius	1	7575
-apurva	1	5448
-aqua	2	7914
-aquaplanet	1	7930
-aquarium	1	3258
-aquatic	1	12066
-aquileia	1	10205
-aquinas	3	5300
-arab	2	5834
-arabberber	1	7490
-arabia	2	6782
-arabian	1	12848
-arabic	4	6557
-arabicbased	1	7517
-arabisation	1	7046
-arable	1	6985
-aragon	2	1282
-aragonese	1	7509
-arbeter	1	1353
-arbitrary	1	3175
-arbitrate	1	11216
-arbor	1	10577
-arc	3	8233
-arcelormittal	1	9039
-arch	1	6598
-archaeological	2	8447
-archaic	1	10068
-archeological	1	6576
-archer	1	13164
-archetype	1	11971
-archibald	1	5694
-architect	2	5689
-architecture	2	8959
-archive	2	9509
-archived	1	4490
-archiveorg	1	12511
-archon	1	110
-archos	1	107
-arctic	1	7984
-arctinus	1	9711
-ardent	1	2193
-arditi	1	1178
-are	1	9949
-area	11	1181
-arete	1	12413
-aretē	1	12199
-argentina	1	874
-argentine	4	1368
-argo	2	9767
-argonauta	1	12063
-argonautica	1	9679
-argue	4	1558
-argued	6	317
-argues	5	1888
-arguing	2	6158
-argument	4	290
-arid	1	7242
-aripiprazole	1	3331
-arise	1	12790
-arises	3	1602
-arising	1	10867
-aristotele	1	12465
-aristoteles	1	12433
-aristotelespark	1	12503
-aristotelian	1	11871
-aristotelianism	1	11779
-aristotelicum	1	12424
-aristotelis	1	12427
-aristotle	3	5304
-aristotélēs	1	11751
-aristoxenus	1	12323
-arizona	1	12792
-arjun	1	5393
-ark	1	13277
-arkansas	2	9289
-arkhē	1	111
-arkoun	1	7547
-arm	6	7415
-armament	1	1828
-armand	1	1748
-arme	1	2079
-armed	3	1241
-armin	1	13354
-armored	1	10511
-armour	1	9890
-armstrong	1	10887
-army	7	1037
-armée	1	7093
-arne	1	10378
-aron	1	7018
-arose	1	1789
-around	14	1167
-arouse	1	9625
-arouses	1	12642
-arousing	1	12233
-arranged	4	2596
-arrangement	5	4695
-arranges	1	9746
-array	2	7239
-arrested	2	763
-arresting	1	11163
-arrighi	1	13389
-arrigo	1	13054
-arrival	3	5600
-arrive	1	360
-arrived	4	5609
-arrives	1	9950
-arriving	1	10765
-arrow	1	9543
-arrowsmith	1	12729
-arsenal	1	8979
-art	9	3619
-artery	1	12115
-arthur	3	10358
-article	6	3150
-articulated	1	10820
-articulation	1	10992
-artifact	1	8454
-artificial	3	8107
-artist	6	1735
-artistic	2	3615
-artur	1	12692
-arturo	2	10435
-artwork	1	2311
-aruj	1	6819
-as	1	7596
-asa	1	5128
-ascension	1	10494
-ascetic	1	5268
-ascribe	1	2999
-ascribed	1	9593
-asd	1	2431
-asdrelated	1	2920
-asds	1	2401
-ash	1	9991
-ashamed	1	10031
-ashgate	1	2325
-ashkenazi	1	8920
-ashlag	1	5381
-ashton	1	13212
-ashville	1	9207
-asia	3	7002
-asian	1	8792
-aside	2	4611
-asih	1	8044
-ask	1	11529
-asked	8	3076
-asks	2	6709
-asleep	2	3489
-asociación	1	1333
-asp	1	13295
-aspect	6	2460
-asperger	1	2402
-aspergers	1	3474
-asphalt	1	7894
-aspiration	2	7595
-aspiring	1	5625
-ass	1	3057
-assad	1	7738
-assailant	1	10800
-assassin	2	963
-assassinate	1	11542
-assassinated	3	1013
-assassination	3	901
-assault	2	9888
-assembled	1	10225
-assembly	3	7276
-asserted	1	10944
-asserting	2	6221
-assertion	1	7612
-assessed	1	3624
-assessing	1	3069
-assessment	2	3114
-assessor	1	9252
-assheton	1	13278
-assia	1	7556
-assigned	4	4649
-assignment	1	5585
-assimilated	1	7000
-assist	1	4895
-assistance	2	7499
-assisted	1	6841
-associate	7	575
-associated	7	675
-association	10	19
-assume	3	5084
-assumed	3	6822
-assumpta	1	4442
-assumption	1	12273
-assured	1	11357
-assures	1	5295
-asteroid	1	7939
-asteropaeus	1	9695
-asteya	1	5244
-astrobleme	1	8715
-astrodome	1	4899
-astrological	1	12259
-astronomical	3	4645
-astronomy	2	7882
-astute	1	10648
-astypalaea	1	10052
-asylum	1	10784
-as—aristotle	1	5934
-atarneus	1	11758
-ater	1	6578
-aterian	1	6575
-atheist	2	5558
-athena	1	9910
-athenian	1	11840
-athens	2	10013
-athletic	2	9371
-athletics	1	7720
-athome	1	3303
-atkins	1	9491
-atlanta	2	9429
-atlantic	1	6638
-atlarge	1	8669
-atlas	2	5499
-atmosphere	4	5864
-atmospheric	1	7864
-atom	1	4648
-atomic	1	4544
-atomichron	1	4632
-atomique	1	4667
-atomists	1	12116
-atonement	1	13536
-atp	1	9399
-atrocity	1	5403
-att	1	8985
-attached	1	311
-attachment	2	2509
-attack	4	903
-attacked	3	6916
-attacking	1	7027
-attain	1	5237
-attained	1	10746
-attaining	1	1845
-attempt	8	480
-attempted	4	532
-attend	2	612
-attendance	2	7831
-attended	3	5412
-attending	2	8899
-attention	8	1819
-attest	1	9549
-attestation	1	10196
-attested	1	9556
-attic	1	9516
-attica	1	9557
-attitude	5	1983
-attorney	2	5876
-attracted	3	1733
-attracting	2	854
-attraction	1	7230
-attractive	2	4915
-attributable	2	2734
-attribute	5	1881
-attributed	2	10841
-attrition	1	11371
-atypical	2	2461
-atypically	1	3335
-auburn	1	8854
-auburn–opelika	1	8836
-auction	1	3873
-audacity	1	10748
-audience	6	2594
-audiovisual	1	7696
-auditing	1	3919
-audition	1	12546
-auditor	1	9142
-auditorium	1	4226
-auditory	1	2960
-auf	1	10419
-august	6	1188
-auguste	1	4723
-augustine	1	6651
-aulis	1	9771
-auncial	1	8185
-aunt	1	13211
-auntie	1	13023
-aures	1	7155
-aurès	1	7663
-austin	2	6233
-austral	1	8341
-australia	1	4523
-australian	1	4531
-austria	2	1022
-austrian	2	1973
-austrianbritish	1	10421
-autauga	1	8593
-authentic	2	5290
-authenticity	1	12248
-author	8	14
-authored	1	10349
-authoritarian	1	7031
-authoritative	1	12213
-authority	4	29
-authorized	2	9195
-authorship	1	12252
-autism	1	2346
-autismschizophrenia	1	2971
-autismspecific	1	3234
-autismus	1	3529
-autistic	1	2425
-autisticlike	1	3156
-autistics	1	3410
-auto	1	9019
-autobiography	2	5649
-autocrat	1	6863
-autograph	1	3889
-automaker	1	9018
-automobile	2	8953
-automotive	1	8381
-autonomedia	1	2289
-autonomist	1	1958
-autonomous	2	1470
-autonomy	2	1586
-autreat	1	3398
-autumn	2	5605
-autós	1	3535
-auxiliary	1	9442
-availability	2	3102
-available	6	3046
-avatar	1	13553
-avenges	1	4772
-avenue	2	4228
-average	10	3365
-averaged	1	9362
-averaging	2	4575
-averroes	1	12352
-aversion	1	343
-averted	1	10632
-aveyron	1	3523
-aviation	1	9411
-aviator	1	13503
-avicenna	1	12353
-avid	1	10726
-avocent	1	9098
-avoid	6	620
-avoidance	2	4865
-avoided	3	4100
-avoiding	1	3157
-avowed	1	11531
-awaiting	1	11104
-awake	1	12169
-awaken	1	12161
-awakening	3	3491
-awakes	1	11075
-awarba	1	6739
-award	7	3612
-awarded	4	3627
-awardspresentation	1	4342
-awardwinning	2	3897
-aware	3	2786
-awareness	2	3394
-away	8	331
-awkward	1	11008
-ax	3	6568
-axe	1	10745
-axiomatic	1	5894
-ayin	1	5599
-ayn	2	5487
-ayp	1	9281
-azaasks	1	8350
-b	10	565
-b4	1	12623
-babbling	1	2552
-babcock	1	12844
-babe	1	13423
-baber	1	10679
-bachelin	1	13034
-bachelor	2	6428
-bachir	1	7548
-back	12	1234
-backbone	1	6546
-backed	1	1826
-backer	1	10932
-background	2	3467
-backtracked	1	7534
-bad	6	5183
-badis	1	7541
-bafta	1	13631
-bag	2	4350
-bagdad	1	12804
-baghrir	1	7785
-bahadur	1	5400
-bahai	1	8944
-baháí	1	8913
-bait	1	4283
-baja	1	1128
-bakalis	1	12441
-baker	4	8648
-bakunin	1	456
-baladiyahs	1	7361
-balance	3	8117
-balanced	2	2870
-balcony	1	11552
-baldwin	1	8476
-balearic	1	6917
-ball	1	3853
-ballad	1	10375
-ballet	2	10362
-ballot	3	3991
-ballroom	1	12672
-baltimore	2	10583
-ban	2	6827
-bancgroup	1	9080
-banchshares	1	9082
-bancorp	1	9079
-bancorporation	1	9086
-band	6	1454
-bank	5	2272
-bankhead	1	8698
-banking	2	8952
-banned	2	7069
-banning	1	11322
-banquet	1	4215
-banu	1	6700
-bao	1	193
-baptist	2	8901
-bar	3	8158
-barachias	1	8507
-barack	1	11696
-barb	1	8862
-barbara	1	5756
-barbaras	1	5757
-barbarian	2	7637
-barbarossa	1	6818
